Volatility 3 Framework 2.7.0

Offset	Name	Size
0x8a8fe84c92c0	\Windows\System32\drivers\bindflt.sys	216
0x8a8fe84c95a0	\Windows\System32\drivers\storqosflt.sys	216
0x8a8fe84c9cd0	\Windows\System32\drivers\cldflt.sys	216
0x8a8fe84ca290	\$Directory	216
0x8a8fe84d19e0	\Windows\System32\drivers\lltdio.sys	216
0x8a8fe84d2280	\$PrepareToShrinkFileSize	216
0x8a8fe84d2560	\$PrepareToShrinkFileSize	216
0x8a8fe84d2b20	\Windows\System32\drivers\mslldp.sys	216
0x8a8fe84d36a0	\$PrepareToShrinkFileSize	216
0x8a8fe84d4220	\Windows\System32\drivers\rspndr.sys	216
0x8a8fe84d4ac0	\Windows\System32\drivers\bowser.sys	216
0x8a8fe84d4c30	\Windows\System32\drivers\wanarp.sys	216
0x8a8fe84d5080	\Windows\System32\drivers\msquic.sys	216
0x8a8fe84d5640	\Windows\System32\drivers\mpsdrv.sys	216
0x8a8fe84d6780	\Windows\System32\drivers\mrxsmb.sys	216
0x8a8fe84d8a00	\Windows\System32\drivers\mrxsmb20.sys	216
0x8a8fe84e0e40	\Windows\System32\drivers\http.sys	216
0x8a8fe84e1ca0	\Windows\System32\drivers\vmmemctl.sys	216
0x8a8fe84e33a0	\Windows\System32\drivers\srv2.sys	216
0x8a8fe84e37f0	\Windows\System32\drivers\srvnet.sys	216
0x8a8fe84e4090	\Windows\System32\drivers\PEAuth.sys	216
0x8a8fe84f0b40	\Windows\System32\drivers\tcpipreg.sys	216
0x8a8fe84f4bf0	\Windows\System32\drivers\rassstp.sys	216
0x8a8fe84f51b0	\Windows\System32\drivers\ndproxy.sys	216
0x8a8fe85020e0	\Windows\System32\en-US\mswsock.dll.mui	216
0x8a8fe8502270	\Windows\System32\en-US\user32.dll.mui	216
0x8a8fe8502400	\epmapper	216
0x8a8fe8502590	\Endpoint	216
0x8a8fe8502720	\Endpoint	216
0x8a8fe85028b0	\Windows\System32\security.dll	216
0x8a8fe8502a40	\Endpoint	216
0x8a8fe8502bd0	\epmapper	216
0x8a8fe8502d60	\Winsock2\CatalogChangeListener-3b8-0	216
0x8a8fe8502ef0	\Endpoint	216
0x8a8fe8503080	\Windows\System32\wbem\WmiPerfClass.dll	216
0x8a8fe8503210	\Windows\Fonts\marlett.ttf	216
0x8a8fe85033a0	\Endpoint	216
0x8a8fe8503530	\Endpoint	216
0x8a8fe85036c0	\Endpoint	216
0x8a8fe8503850	\Endpoint	216
0x8a8fe85039e0	\Endpoint	216
0x8a8fe8503b70	\Windows\System32\RpcRtRemote.dll	216
0x8a8fe8503d00	\Windows\System32\psmsrv.dll	216
0x8a8fe85041b0	\Windows\System32\RpcEpMap.dll	216
0x8a8fe8504340	\Endpoint	216
0x8a8fe8504660	\Winsock2\CatalogChangeListener-290-0	216
0x8a8fe85047f0	\Endpoint	216
0x8a8fe8504980	\Endpoint	216
0x8a8fe8504b10	\Windows\Fonts\segoeui.ttf	216
0x8a8fe8504ca0	\Endpoint	216
0x8a8fe8504e30	\epmapper	216
0x8a8fe8505150	\Endpoint	216
0x8a8fe85052e0	\Windows\Fonts\micross.ttf	216
0x8a8fe8505470	\Windows\System32\lsm.dll	216
0x8a8fe8505600	\$Directory	216
0x8a8fe8505790	\Windows\System32\ntmarta.dll	216
0x8a8fe8505920	\Windows\System32\wshhyperv.dll	216
0x8a8fe8505ab0	\Windows\System32\PsmServiceExtHost.dll	216
0x8a8fe8505c40	\Windows\System32\bisrv.dll	216
0x8a8fe8505dd0	\Windows\System32\dxgi.dll	216
0x8a8fe85060f0	\Windows\System32\ResourcePolicyClient.dll	216
0x8a8fe8506280	\$Directory	216
0x8a8fe8506410	\Winsock2\CatalogChangeListener-1f8-0	216
0x8a8fe85065a0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8506730	\Windows\System32\sysntfy.dll	216
0x8a8fe85068c0	\Endpoint	216
0x8a8fe8506a50	\Windows\System32\rmclient.dll	216
0x8a8fe8506be0	\LSM_API_service	216
0x8a8fe8506d70	\Windows\System32\embeddedmodesvcapi.dll	216
0x8a8fe8507090	\Endpoint	216
0x8a8fe8507220	\Endpoint	216
0x8a8fe85073b0	\Windows\System32\wer.dll	216
0x8a8fe8507540	\Windows\System32\uxtheme.dll	216
0x8a8fe85076d0	\Windows\System32\dwmapi.dll	216
0x8a8fe8507860	\Winsock2\CatalogChangeListener-304-0	216
0x8a8fe85079f0	\LSM_API_service	216
0x8a8fe8507b80	\CMNotify	216
0x8a8fe8507d10	\LSM_API_service	216
0x8a8fe8507ea0	\Windows\Registration\R000000000006.clb	216
0x8a8fe85081c0	\Windows\System32\UXInit.dll	216
0x8a8fe8508350	\Windows\Resources\Themes\aero\aero.msstyles	216
0x8a8fe85084e0	\Windows\System32\NotificationController.dll	216
0x8a8fe8508990	\Windows\System32\apphelp.dll	216
0x8a8fe8508b20	\Windows\System32\CredProvCommonCore.dll	216
0x8a8fe8508cb0	\Windows\System32\d2d1.dll	216
0x8a8fe8508e40	\Windows\System32\dwm.exe	216
0x8a8fe85092f0	\Windows\Registration\R000000000006.clb	216
0x8a8fe8509480	\Windows\System32	216
0x8a8fe85097a0	\Windows\System32\dwminit.dll	216
0x8a8fe8509c50	\Windows\System32\en-US\kernel32.dll.mui	216
0x8a8fe8509de0	\Users\Administrator\Desktop	216
0x8a8fe858d0e0	\Windows\System32\SystemEventsBrokerServer.dll	216
0x8a8fe858d270	\Windows\System32\D3DCompiler_47.dll	216
0x8a8fe858d400	\Windows\System32\C_1254.NLS	216
0x8a8fe858d720	\Windows\System32\dwmredir.dll	216
0x8a8fe858d8b0	\Windows\System32\en-US\KernelBase.dll.mui	216
0x8a8fe858da40	\Windows\System32\en-US\dwm.exe.mui	216
0x8a8fe858dbd0	\Windows\System32\Windows.UI.dll	216
0x8a8fe858dd60	\Windows\System32\MrmCoreR.dll	216
0x8a8fe858def0	\Program Files (x86)\Common Files\Microsoft Shared\ink\en-US\TabTip32.exe.mui	216
0x8a8fe858e210	\Windows\System32\dabapi.dll	216
0x8a8fe858e3a0	\$Directory	216
0x8a8fe858e530	\Windows\System32\BrokerLib.dll	216
0x8a8fe858e6c0	\Windows\System32	216
0x8a8fe858e850	\Windows\System32\wincorlib.dll	216
0x8a8fe858e9e0	\Windows\System32\CoreMessaging.dll	216
0x8a8fe858eb70	\Windows\System32\BCP47Langs.dll	216
0x8a8fe858ed00	\$Directory	216
0x8a8fe858ee90	\Windows\System32\uDWM.dll	216
0x8a8fe858f1b0	\$Directory	216
0x8a8fe858f340	\Windows\System32\dcomp.dll	216
0x8a8fe858f4d0	\Windows\System32\wtsapi32.dll	216
0x8a8fe858f660	\Windows\System32\dab.dll	216
0x8a8fe858f7f0	\$Directory	216
0x8a8fe858f980	\Windows\System32\Windows.UI.Xaml.dll	216
0x8a8fe858fb10	\Windows\System32\ResourcePolicyServer.dll	216
0x8a8fe858fca0	\Windows\System32\BCP47mrm.dll	216
0x8a8fe858fe30	\Windows\System32\en-US\d2d1.dll.mui	216
0x8a8fe8590150	\Windows\System32\dwmcore.dll	216
0x8a8fe85902e0	\Windows\System32\WindowManagementAPI.dll	216
0x8a8fe8590470	\Windows\System32\Windows.UI.Immersive.dll	216
0x8a8fe8590600	\Windows\System32	216
0x8a8fe8590790	\Windows\System32\svchost.exe	216
0x8a8fe8590920	\Windows\System32	216
0x8a8fe8590ab0	\Windows\System32\svchost.exe	216
0x8a8fe8590c40	\Windows\System32\xmllite.dll	216
0x8a8fe85910f0	\CMNotify	216
0x8a8fe8591280	\$Directory	216
0x8a8fe8591410	\Windows\System32\config\BBI	216
0x8a8fe85915a0	\Windows\System32\pcacli.dll	216
0x8a8fe8591730	\CMApi	216
0x8a8fe85918c0	\Windows\System32	216
0x8a8fe8591be0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8591d70	\Windows\System32\dwmghost.dll	216
0x8a8fe8592090	\Windows\System32\svchost.exe	216
0x8a8fe8592220	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe85923b0	\Windows\System32\config\BBI.LOG1	216
0x8a8fe8592540	\Windows\System32	216
0x8a8fe85926d0	\Windows\System32\svchost.exe	216
0x8a8fe8592860	\Windows\System32	216
0x8a8fe8592ea0	\Windows\System32\svchost.exe	216
0x8a8fe85931c0	\Windows\System32\config\BBI.LOG2	216
0x8a8fe8593350	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8593670	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8593800	\Windows\System32\twinapi.appcore.dll	216
0x8a8fe8593990	\Windows\Registration\R000000000006.clb	216
0x8a8fe8593b20	\Windows\System32\ncbservice.dll	216
0x8a8fe8593cb0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8593e40	\Dev\Query	216
0x8a8fe85942f0	\Windows\System32\netprofm.dll	216
0x8a8fe8594480	\Windows\System32\TimeBrokerServer.dll	216
0x8a8fe85947a0	\Windows\System32\policymanager.dll	216
0x8a8fe8594930	\Windows\System32\bthserv.dll	216
0x8a8fe8594c50	\Windows\System32\lmhsvc.dll	216
0x8a8fe8594de0	\Windows\System32\BthTelemetry.dll	216
0x8a8fe86340e0	\Windows\System32\ISM.dll	216
0x8a8fe8634400	\Windows\System32\urlmon.dll	216
0x8a8fe8634590	\CMNotify	216
0x8a8fe8634720	\Windows\System32\httpprxc.dll	216
0x8a8fe8634a40	\Windows\System32\wevtapi.dll	216
0x8a8fe8634bd0	\Windows\System32\vm3dum64_loader.dll	216
0x8a8fe8634ef0	\CMNotify	216
0x8a8fe8635080	\Windows\System32\WinTypes.dll	216
0x8a8fe86353a0	\Windows\System32\msvcp110_win.dll	216
0x8a8fe86356c0	\CMNotify	216
0x8a8fe8635850	\Windows\System32\Microsoft.Bluetooth.Service.dll	216
0x8a8fe86359e0	\Windows\System32\wevtsvc.dll	216
0x8a8fe8635b70	\CMNotify	216
0x8a8fe8635d00	\Windows\System32\d3d10warp.dll	216
0x8a8fe8635e90	\CMNotify	216
0x8a8fe86361b0	\Windows\System32\CoreUIComponents.dll	216
0x8a8fe8636340	\Windows\System32\directxdatabasehelper.dll	216
0x8a8fe86364d0	\CMApi	216
0x8a8fe8636660	\Windows\System32\bi.dll	216
0x8a8fe86367f0	\Endpoint	216
0x8a8fe8636980	\CMApi	216
0x8a8fe8636ca0	\Windows\System32\avrt.dll	216
0x8a8fe86372e0	\CMNotify	216
0x8a8fe8637470	\eventlog	216
0x8a8fe8637600	\CMNotify	216
0x8a8fe8637790	\CMNotify	216
0x8a8fe8637920	\Windows\System32\en-US\TimeBrokerServer.dll.mui	216
0x8a8fe8637ab0	\Windows\System32	216
0x8a8fe8637c40	\Windows\System32\iertutil.dll	216
0x8a8fe8637dd0	\Windows\System32\srvcli.dll	216
0x8a8fe86380f0	\CMNotify	216
0x8a8fe8638280	\CMNotify	216
0x8a8fe8638410	\CMNotify	216
0x8a8fe86385a0	\CMNotify	216
0x8a8fe8638730	\CMNotify	216
0x8a8fe86388c0	\eventlog	216
0x8a8fe8638a50	\eventlog	216
0x8a8fe8638be0	\Windows\System32\DXCore.dll	216
0x8a8fe8638d70	\CMNotify	216
0x8a8fe8639090	\Windows\System32\en-US\shell32.dll.mui	216
0x8a8fe8639220	\CMNotify	216
0x8a8fe86393b0	\Windows\System32\d3d11.dll	216
0x8a8fe86396d0	\Windows\Registration\R000000000006.clb	216
0x8a8fe8639860	\CMNotify	216
0x8a8fe86399f0	\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu	216
0x8a8fe8639b80	\CMNotify	216
0x8a8fe8639ea0	\Windows\System32\svchost.exe	216
0x8a8fe863a1c0	\CMNotify	216
0x8a8fe863a350	\Dev\Query	216
0x8a8fe863a4e0	\Windows\System32\SensorsNativeApi.dll	216
0x8a8fe863a670	\CMNotify	216
0x8a8fe863a800	\Windows\System32\en-US\dnsapi.dll.mui	216
0x8a8fe863a990	\Windows\System32\SensorService.dll	216
0x8a8fe863b160	\Windows\System32\en-US\wevtsvc.dll.mui	216
0x8a8fe863b610	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat	216
0x8a8fe863b7a0	\$Directory	216
0x8a8fe863b930	\Windows\System32\svchost.exe	216
0x8a8fe863bc50	\CMApi	216
0x8a8fe863bde0	\Windows\System32\WindowsCodecs.dll	216
0x8a8fe8695100	\Windows\System32\windows.storage.dll	216
0x8a8fe8695290	\Windows\System32\mscms.dll	216
0x8a8fe8695420	\CMNotify	216
0x8a8fe86955b0	\Windows\System32\Windows.UI.Xaml.Resources.19h1.dll	216
0x8a8fe8695740	\Windows\System32\UIAnimation.dll	216
0x8a8fe86958d0	\CMNotify	216
0x8a8fe8695a60	\Windows\System32\TabSvc.dll	216
0x8a8fe8695bf0	\$Directory	216
0x8a8fe8695d80	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.15.0.20348_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat	216
0x8a8fe86960a0	\Windows\System32\DispBroker.Desktop.dll	216
0x8a8fe8696230	\Windows\System32\nsisvc.dll	216
0x8a8fe86963c0	\Windows\System32\coloradapterclient.dll	216
0x8a8fe8696550	\CMNotify	216
0x8a8fe86966e0	\Winsock2\CatalogChangeListener-428-0	216
0x8a8fe8696870	\Windows	216
0x8a8fe8696a00	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe8696b90	\Endpoint	216
0x8a8fe8696d20	\Endpoint	216
0x8a8fe8696eb0	\Endpoint	216
0x8a8fe86971d0	\Windows\System32\en-US\crypt32.dll.mui	216
0x8a8fe8697360	\Windows\System32\GameInput.dll	216
0x8a8fe8697680	\Windows\Registration\R000000000006.clb	216
0x8a8fe86979a0	\Windows\System32\Windows.Gaming.Input.dll	216
0x8a8fe8697b30	\CMNotify	216
0x8a8fe8697cc0	\Windows\System32\svchost.exe	216
0x8a8fe8697e50	\CMNotify	216
0x8a8fe8698170	\Endpoint	216
0x8a8fe8698300	\CMNotify	216
0x8a8fe8698490	\Windows\System32\sensrsvc.dll	216
0x8a8fe8698620	\Windows\System32\dhcpcore.dll	216
0x8a8fe86987b0	\CMNotify	216
0x8a8fe8698940	\Windows\System32\DiagnosticDataSettings.dll	216
0x8a8fe8698ad0	\Windows\System32\InputService.dll	216
0x8a8fe8698c60	\Windows\Registration\R000000000006.clb	216
0x8a8fe8698df0	\CMNotify	216
0x8a8fe8699110	\CMNotify	216
0x8a8fe86992a0	\Windows\System32\gpsvc.dll	216
0x8a8fe8699430	\Windows\System32\SensorsApi.dll	216
0x8a8fe86995c0	\Windows\System32\winmm.dll	216
0x8a8fe8699750	\Windows\System32	216
0x8a8fe86998e0	\Windows\System32\DWrite.dll	216
0x8a8fe8699a70	\Windows\System32\svchost.exe	216
0x8a8fe8699c00	\Windows\System32\OneCoreUAPCommonProxyStub.dll	216
0x8a8fe8699d90	\Windows\System32\vm3dum64_10.dll	216
0x8a8fe869a0b0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe869a240	\Windows\System32\version.dll	216
0x8a8fe869a3d0	\Windows\System32\Windows.Globalization.dll	216
0x8a8fe869a560	\CMNotify	216
0x8a8fe869a6f0	\Dev\Query	216
0x8a8fe869a880	\CMNotify	216
0x8a8fe869aa10	\Windows\System32\dsrole.dll	216
0x8a8fe869aba0	\Dev\Query	216
0x8a8fe869aec0	\lsarpc	216
0x8a8fe869b1e0	\CMNotify	216
0x8a8fe869b370	\CMNotify	216
0x8a8fe869b500	\CMNotify	216
0x8a8fe869b690	\Windows\System32	216
0x8a8fe869b820	\Windows\System32\SensorsNativeApi.V2.dll	216
0x8a8fe869bb40	\CMNotify	216
0x8a8fe869bcd0	\Windows\System32\PortableDeviceTypes.dll	216
0x8a8fe869be60	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\FontCache-System.dat	216
0x8a8fe869c180	\Windows\System32\dhcpcore6.dll	216
0x8a8fe869c4a0	\Windows\System32\Windows.UI.Xaml.Controls.dll	216
0x8a8fe869c7c0	\Windows\Registration\R000000000006.clb	216
0x8a8fe869c950	\Windows\System32\actxprxy.dll	216
0x8a8fe869cae0	\CMNotify	216
0x8a8fe869cc70	\Windows\System32\taskschd.dll	216
0x8a8fe869ce00	\CMNotify	216
0x8a8fe869d120	\Dev\Query	216
0x8a8fe869d2b0	\Windows\System32\Windows.Internal.Devices.Bluetooth.dll	216
0x8a8fe869d440	\Windows\System32\Windows.UI.Xaml.Phone.dll	216
0x8a8fe869d5d0	\Windows\System32\Windows.UI.Xaml.InkControls.dll	216
0x8a8fe869d8f0	\Windows\System32\deviceaccess.dll	216
0x8a8fe869da80	\Windows\System32\CapabilityAccessManager.dll	216
0x8a8fe869dc10	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe869dda0	\CMNotify	216
0x8a8fe869e0c0	\CMApi	216
0x8a8fe869e250	\Windows\System32\FntCache.dll	216
0x8a8fe869e3e0	\Windows\System32\Windows.UI.Xaml.Maps.dll	216
0x8a8fe869e890	\Windows\System32\winnsi.dll	216
0x8a8fe869ea20	\Dev\Query	216
0x8a8fe869ed40	\CMNotify	216
0x8a8fe869eed0	\Windows\System32\wpdbusenum.dll	216
0x8a8fe869f1f0	\CMApi	216
0x8a8fe869f380	\CMNotify	216
0x8a8fe869f510	\Windows\System32\ubpm.dll	216
0x8a8fe869f6a0	\Windows\System32	216
0x8a8fe869f830	\Windows\System32\Windows.Graphics.dll	216
0x8a8fe869f9c0	\{FEBC5B29-7A07-4D6A-8A80-82F68085A2F5}	216
0x8a8fe869fb50	\Windows\System32\InputHost.dll	216
0x8a8fe869fce0	\CMNotify	216
0x8a8fe869fe70	\Windows\System32\PortableDeviceApi.dll	216
0x8a8fe86a0190	\Windows\System32\directmanipulation.dll	216
0x8a8fe86a0320	\Windows\Fonts	216
0x8a8fe86a04b0	\Windows\System32\DispBroker.dll	216
0x8a8fe86a0640	\Windows\System32\schedsvc.dll	216
0x8a8fe86a07d0	\$Directory	216
0x8a8fe86a0af0	\Windows\System32\TextInputFramework.dll	216
0x8a8fe86a0c80	\Windows\System32\mstask.dll	216
0x8a8fe86a0e10	\CMNotify	216
0x8a8fe86a15e0	\CMNotify	216
0x8a8fe86a1770	\CMNotify	216
0x8a8fe86a1900	\Windows\System32\dhcpcsvc6.dll	216
0x8a8fe86a1a90	\Windows\System32\CapabilityAccessManagerClient.dll	216
0x8a8fe86a1ac0	ᬘ誏￿ᬘ誏￿	0
0x8a8fe86a1c20	\Windows\System32\winevt\Logs\System.evtx	216
0x8a8fe86a20d0	\Windows\System32\webservices.dll	216
0x8a8fe86a2260	\$Directory	216
0x8a8fe86a23f0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.15.0.20348_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0x8a8fe86a2580	\Windows\System32\CloudExperienceHostCommon.dll	216
0x8a8fe86a28a0	\Windows\System32\cabinet.dll	216
0x8a8fe86a2a30	\color	216
0x8a8fe86a2bc0	\atsvc	216
0x8a8fe86a2d50	\Windows\Tasks	216
0x8a8fe86a3200	\Windows\Registration\R000000000006.clb	216
0x8a8fe86a3390	\Program Files (x86)\Common Files\Microsoft Shared\ink\tiptsf.dll	216
0x8a8fe86a3520	\atsvc	216
0x8a8fe86a36b0	\Windows\System32\dhcpcsvc.dll	216
0x8a8fe86a3840	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx	216
0x8a8fe86a39d0	\Windows\System32\fundisc.dll	216
0x8a8fe86a3b60	\Windows\System32\taskcomp.dll	216
0x8a8fe86a3cf0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe86a3e80	\atsvc	216
0x8a8fe86a4330	\Windows\System32	216
0x8a8fe86a44c0	\CMNotify	216
0x8a8fe86a4650	\Windows\Registration\R000000000006.clb	216
0x8a8fe86a47e0	\Windows\System32\PortableDeviceConnectApi.dll	216
0x8a8fe86a4970	\Windows\System32\TextShaping.dll	216
0x8a8fe86a4c90	\Windows\System32\CSystemEventsBrokerClient.dll	216
0x8a8fe86a4e20	\Windows\System32\en-US\taskhostw.exe.mui	216
0x8a8fe87cd100	\Windows\System32\ncsi.dll	216
0x8a8fe87cd290	\Windows\System32\winevt\Logs\Key Management Service.evtx	216
0x8a8fe87cd420	\CMNotify	216
0x8a8fe87cd5b0	\Windows\System32\profsvc.dll	216
0x8a8fe87cd740	\Windows\System32\winevt\Logs\Internet Explorer.evtx	216
0x8a8fe87cd8d0	\Windows\System32\winevt\Logs\Security.evtx	216
0x8a8fe87cdbf0	\CMNotify	216
0x8a8fe87cdd80	\Windows\System32\nlasvc.dll	216
0x8a8fe87ce230	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe87ce3c0	\Windows\System32\profsvcext.dll	216
0x8a8fe87ce550	\Endpoint	216
0x8a8fe87ce6e0	\Windows\System32\themeservice.dll	216
0x8a8fe87ce870	\Windows\System32\winevt\Logs\Microsoft-Windows-AAD%4Operational.evtx	216
0x8a8fe87ceb90	\Windows\System32\das.dll	216
0x8a8fe87ced20	\Windows\System32\usermgr.dll	216
0x8a8fe87cf1d0	\SwDevice	216
0x8a8fe87cf360	\Windows\System32\comres.dll	216
0x8a8fe87cf4f0	\Windows\System32\winevt\Logs\Application.evtx	216
0x8a8fe87cf680	\Windows\System32\winevt\Logs\HardwareEvents.evtx	216
0x8a8fe87cf810	\Windows\System32\usermgrcli.dll	216
0x8a8fe87cf9a0	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	216
0x8a8fe87cfcc0	\Windows\System32\es.dll	216
0x8a8fe87cfe50	\CMNotify	216
0x8a8fe87d0170	\Windows\System32\winevt\Logs\Setup.evtx	216
0x8a8fe87d0300	\Windows\System32\drivers\etc	216
0x8a8fe87d07b0	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx	216
0x8a8fe87d0940	\Windows\System32\AppXDeploymentClient.dll	216
0x8a8fe87d0ad0	\Windows\System32\prnfldr.dll	216
0x8a8fe87d0c60	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx	216
0x8a8fe87d0df0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	216
0x8a8fe87d1110	\Windows\System32\mobilenetworking.dll	216
0x8a8fe87d12a0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx	216
0x8a8fe87d1430	\Windows\System32	216
0x8a8fe87d15c0	\Windows\System32\en-US\svchost.exe.mui	216
0x8a8fe87d18e0	\Windows\System32\wcmapi.dll	216
0x8a8fe87d1a70	\Windows\System32\svchost.exe	216
0x8a8fe87d1c00	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx	216
0x8a8fe87d1d90	\Windows\System32\FWPUCLNT.DLL	216
0x8a8fe87d20b0	\Windows\System32\dnsrslvr.dll	216
0x8a8fe87d2240	\Windows\System32\Sens.dll	216
0x8a8fe87d2560	\Windows\System32\wcmsvc.dll	216
0x8a8fe87d2a10	\Windows\System32\TimeBrokerClient.dll	216
0x8a8fe87d2ba0	\Windows\System32\UserMgrProxy.dll	216
0x8a8fe87d2ec0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	216
0x8a8fe87d31e0	\Windows\System32\shsvcs.dll	216
0x8a8fe87d3370	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	216
0x8a8fe87d3820	\$Directory	216
0x8a8fe87d3b40	\Windows\System32\wkscli.dll	216
0x8a8fe87d44a0	\$Directory	216
0x8a8fe87d4630	\Endpoint	216
0x8a8fe87d47c0	\Endpoint	216
0x8a8fe87d4950	\Winsock2\CatalogChangeListener-15c-0	216
0x8a8fe87d4ae0	\Endpoint	216
0x8a8fe87d4e00	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx	216
0x8a8fe87d52b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx	216
0x8a8fe87d58f0	\Windows\System32\netjoin.dll	216
0x8a8fe87d5a80	\Windows\System32\svchost.exe	216
0x8a8fe87d5c10	\Windows\System32\srchadmin.dll	216
0x8a8fe87d5da0	\Windows\System32\WPTaskScheduler.dll	216
0x8a8fe87d6700	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx	216
0x8a8fe87d6890	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx	216
0x8a8fe87d6a20	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-IO%4Operational.evtx	216
0x8a8fe87d6d40	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Cache%4Operational.evtx	216
0x8a8fe87d6ed0	\SwDevice	216
0x8a8fe87d71f0	\Windows\System32\en-US\pnidui.dll.mui	216
0x8a8fe87d7380	\Windows\System32\wkssvc.dll	216
0x8a8fe87d7510	\CMApi	216
0x8a8fe87d76a0	\Windows\System32	216
0x8a8fe87d79c0	\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll	216
0x8a8fe87d7ce0	\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx	216
0x8a8fe87d7e70	\Windows\System32\en-US\gpsvc.dll.mui	216
0x8a8fe87d8190	\Windows\System32\winhttp.dll	216
0x8a8fe87d8320	\Windows\System32\DDORes.dll	216
0x8a8fe87d84b0	\CMNotify	216
0x8a8fe87d8640	\Endpoint	216
0x8a8fe87d87d0	\{FEBC5B29-7A07-4D6A-8A80-82F68085A2F5}	216
0x8a8fe87d8960	\Windows\System32\en-US\KernelBase.dll.mui	216
0x8a8fe87d8af0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx	216
0x8a8fe87d8c80	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.20348.1_none_88d3d41d702dedea	216
0x8a8fe87d8e10	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx	216
0x8a8fe87d92c0	\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	216
0x8a8fe87d9450	\Windows\System32\mscoree.dll	216
0x8a8fe87d95e0	\Windows\System32\pnidui.dll	216
0x8a8fe87d9c20	\Windows\System32\winevt\Logs\Microsoft-Windows-Containers-Wcifs%4Operational.evtx	216
0x8a8fe87d9db0	\Windows\System32\en-US\bfe.dll.mui	216
0x8a8fe87da260	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Configuration.evtx	216
0x8a8fe87da3f0	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx	216
0x8a8fe87da580	\Windows\System32\winevt\Logs\Microsoft-Windows-Containers-BindFlt%4Operational.evtx	216
0x8a8fe87da710	\CMNotify	216
0x8a8fe87da8a0	\Windows\System32\dsreg.dll	216
0x8a8fe87daa30	\Windows\System32\wlms	216
0x8a8fe87dad50	\Windows\System32\cmintegrator.dll	216
0x8a8fe87daee0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Device Management.evtx	216
0x8a8fe87db200	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	216
0x8a8fe87db390	\CMNotify	216
0x8a8fe87db520	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-PnP%4Driver Watchdog.evtx	216
0x8a8fe87db6b0	\Windows\Registration\R000000000006.clb	216
0x8a8fe87db840	\Windows\System32\BFE.DLL	216
